node_id,account_age_days,in_degree,out_degree,label
534,565,11,14,0
535,1089,1,4,0
536,1979,3,4,0
537,1220,3,5,0
538,1519,3,3,0
539,1218,14,8,0
540,1899,2,4,0
541,81,6,7,0
542,816,4,2,0
543,824,4,9,0
544,362,4,11,0
545,1852,3,9,0
546,1134,15,25,0
547,1488,4,9,0
548,585,3,8,0
549,816,8,4,0
550,1481,4,5,0
551,1668,5,8,0
552,1838,2,5,0
553,331,2,10,0
554,456,6,5,0
555,1176,6,3,0
556,1708,11,6,0
557,43,4,7,0
558,1680,9,3,0
559,373,7,5,0
560,305,5,9,0
561,192,6,3,0
562,1577,4,6,0
563,1357,5,7,0
564,1732,5,4,0
565,1643,5,5,0
566,970,3,6,0
567,1933,14,20,0
568,867,5,8,0
569,995,5,5,0
570,1311,14,11,0
571,57,6,11,0
572,1296,6,2,0
573,202,6,7,0
574,1702,8,9,0
575,686,10,14,0
576,109,3,4,0
577,449,10,15,0
578,400,6,5,0
579,702,1,6,0
580,1850,13,5,0
581,1999,6,3,0
582,1353,3,6,0
583,1690,5,7,0
584,1339,4,4,0
585,1200,3,2,0
586,186,2,4,0
587,1833,6,2,0
588,1219,5,2,0
589,1387,7,7,0
590,1475,17,7,0
591,95,4,10,0
592,1100,9,11,0
593,782,0,5,0
594,800,2,4,0
595,1089,4,1,0
596,577,7,12,0
597,865,2,4,0
598,202,9,7,0
599,1729,9,7,0
600,42,3,4,0
601,616,32,11,1
602,1175,2,6,0
603,1151,9,5,0
604,542,3,7,0
605,1608,8,8,0
606,1597,11,7,0
607,1823,3,4,0
608,1153,9,8,0
609,747,0,6,0
610,1739,9,2,0
611,1792,4,6,0
612,1140,12,12,0
613,378,1,2,0
614,1460,6,6,0
615,81,7,14,0
616,1065,8,4,0
617,1225,7,8,0
618,115,11,8,0
619,616,5,4,0
620,564,7,8,0
621,1699,2,3,0
622,682,1,4,0
623,172,2,6,0
624,1722,5,5,0
625,1652,5,5,0
626,1662,9,12,0
627,553,39,9,1
628,124,4,8,0
629,509,31,9,1
630,1261,2,5,0
631,1252,2,7,0
632,1941,1,4,0
633,1020,5,7,0
634,724,6,3,0
635,1206,10,7,0
636,1860,3,2,0
637,1021,5,2,0
638,843,6,5,0
639,1787,5,9,0
640,373,3,3,0
641,756,5,6,0
642,867,2,3,0
643,1113,6,4,0
644,134,2,6,0
645,593,2,7,0
646,1556,4,3,0
647,1045,14,7,0
648,1975,3,6,0
649,1562,4,14,0
650,197,6,14,0
651,62,14,8,0
652,594,10,7,0
653,389,4,5,0
654,1404,5,5,0
655,1987,7,3,0
656,1812,5,6,0
657,38,4,4,0
658,774,3,3,0
659,960,5,2,0
660,1408,4,9,0
661,1416,4,6,0
662,367,6,6,0
663,398,4,6,0
664,1926,4,5,0
665,1672,3,4,0
666,1165,5,6,0
667,417,6,1,0
668,1379,6,5,0
669,1048,9,4,0
670,122,9,4,0
671,822,9,11,0
672,671,7,12,0
673,1862,3,7,0
674,499,8,8,0
675,1066,2,3,0
676,1806,2,6,0
677,1329,6,4,0
678,1007,9,14,0
679,1809,7,7,0
680,1029,9,9,0
681,425,40,6,1
682,1625,4,4,0
683,913,6,7,0
684,694,9,10,0
685,218,5,9,0
686,1200,4,11,0
687,196,4,4,0
688,1240,9,2,0
689,1217,5,8,0
690,596,2,7,0
691,87,3,2,0
692,1496,5,4,0
693,616,5,3,0
694,1307,12,7,0
695,1124,3,11,0
696,812,2,6,0
697,1826,7,10,0
698,1506,7,8,0
699,178,2,9,0
700,486,4,2,0
701,1051,2,4,0
702,732,7,4,0
703,1541,10,3,0
704,1352,3,5,0
705,1055,8,2,0
706,594,16,18,0
707,134,3,6,0
708,1306,1,4,0
709,125,8,17,0
710,876,0,4,0
711,1707,4,2,0
712,283,4,7,0
713,1153,0,5,0
714,1125,40,11,1
715,398,4,4,0
716,1209,4,3,0
717,1950,3,2,0
718,1744,8,8,0
719,846,5,4,0
720,157,6,4,0
721,473,6,6,0
722,566,4,4,0
723,1914,2,8,0
724,393,7,9,0
725,1882,4,5,0
726,1678,4,6,0
727,134,1,13,0
728,794,4,2,0
729,570,12,4,0
730,1948,7,5,0
731,1208,3,9,0
732,1605,9,8,0
733,455,5,5,0
734,206,4,3,0
735,1710,9,5,0
736,1794,11,17,0
737,1772,4,8,0
738,1460,3,7,0
739,1806,4,7,0
740,1119,2,6,0
741,1475,4,3,0
742,1581,6,1,0
743,556,5,6,0
744,1812,4,6,0
745,1670,4,4,0
746,177,2,4,0
747,522,3,7,0
748,481,11,10,0
749,1628,4,3,0
750,801,4,8,0
751,1725,3,2,0
752,413,5,5,0
753,433,6,6,0
754,1186,5,6,0
755,1791,4,4,0
756,976,9,6,0
757,170,9,9,0
758,1803,4,4,0
759,671,7,14,0
760,508,4,6,0
761,425,6,6,0
762,1912,5,4,0
763,1923,9,4,0
764,1255,16,9,0
765,1361,4,6,0
766,1352,4,10,0
767,1108,3,5,0
768,1845,9,9,0
769,1733,4,4,0
770,789,5,8,0
771,789,5,6,0
772,1421,5,6,0
773,1230,4,4,0
774,1037,5,8,0
775,1573,4,6,0
776,1205,9,19,0
777,1825,7,4,0
778,756,7,3,0
779,1926,4,6,0
780,1528,3,4,0
781,1827,4,5,0
782,1285,4,3,0
783,1013,14,7,0
784,768,8,3,0
785,1500,8,6,0
786,1574,6,10,0
787,1799,5,3,0
788,852,5,2,0
789,1492,7,4,0
790,1028,1,6,0
791,1932,4,6,0
792,1604,7,7,0
793,1208,6,3,0
794,1615,6,0,0
795,1600,2,6,0
796,1645,7,2,0
797,1387,17,14,0
798,900,6,6,0
799,470,4,6,0
800,1174,3,2,0
801,105,5,5,0
802,1529,7,3,0
803,662,3,5,0
804,694,3,7,0
805,661,9,14,0
806,362,4,9,0
807,258,8,6,0
808,614,5,5,0
809,283,1,6,0
810,1006,10,9,0
811,1867,9,9,0
812,1736,2,2,0
813,123,18,10,0
814,586,5,5,0
815,224,5,7,0
816,1200,7,7,0
817,935,3,8,0
818,1872,3,4,0
819,1987,2,6,0
820,501,4,6,0
821,995,1,6,0
822,1869,2,14,0
823,1318,3,4,0
824,1099,4,4,0
825,455,3,9,0
826,1354,5,4,0
827,229,2,3,0
828,551,3,11,0
829,1121,1,4,0
830,193,6,3,0
831,581,4,2,0
832,1010,2,4,0
833,1751,1,3,0
834,1335,5,8,0
835,1106,6,3,0
836,97,1,3,0
837,2000,4,7,0
838,360,3,5,0
839,1687,5,5,0
840,336,6,1,0
841,1519,5,4,0
842,588,3,5,0
843,1854,4,5,0
844,816,11,5,0
845,1833,2,4,0
846,307,8,4,0
847,1729,6,0,0
848,1543,4,3,0
849,1037,5,10,0
850,1995,1,8,0
851,403,0,4,0
852,337,7,8,0
853,425,8,2,0
854,257,2,5,0
855,303,2,2,0
856,646,11,5,0
857,275,6,5,0
858,1076,4,4,0
859,1947,2,5,0
860,116,5,5,0
861,1269,5,4,0
862,325,4,4,0
863,656,2,3,0
864,1764,5,5,0
865,1718,4,4,0
866,1588,12,5,0
867,825,6,8,0
868,599,5,5,0
869,1676,5,4,0
870,530,7,6,0
871,1833,6,6,0
872,230,26,6,1
873,623,2,5,0
874,666,5,5,0
875,1633,4,3,0
876,1189,33,1,1
877,1507,9,5,0
878,562,11,13,0
879,254,2,2,0
880,1242,3,3,0
881,1739,3,2,0
882,1424,5,5,0
883,807,10,13,0
884,1383,5,11,0
885,1412,3,3,0
886,1551,4,7,0
887,380,36,10,1
888,1868,4,3,0
889,679,6,9,0
890,1945,4,8,0
891,181,3,8,0
892,471,5,4,0
893,127,7,9,0
894,179,5,5,0
895,1536,3,4,0
896,1156,5,8,0
897,132,31,2,1
898,1289,4,6,0
899,1042,10,8,0
900,1910,2,8,0
901,1955,7,6,0
902,1269,3,5,0
903,117,1,6,0
904,769,1,9,0
905,1858,8,12,0
906,1267,2,8,0
907,1574,6,2,0
908,724,4,5,0
909,38,2,4,0
910,1558,4,3,0
911,634,1,6,0
912,835,6,4,0
913,1805,5,8,0
914,894,4,3,0
915,46,6,3,0
916,1463,3,4,0
917,1147,3,3,0
918,733,3,2,0
919,1615,4,5,0
920,457,6,7,0
921,306,4,7,0
922,1133,3,5,0
923,1663,1,2,0
924,224,2,4,0
925,750,11,6,0
926,283,3,4,0
927,481,13,8,0
928,1472,1,2,0
929,407,1,9,0
930,310,10,6,0
931,425,6,10,0
932,1667,4,6,0
933,929,8,6,0
934,526,6,5,0
935,900,7,3,0
936,610,1,8,0
937,713,6,4,0
938,1726,32,5,1
939,1495,8,6,0
940,731,3,2,0
941,512,8,8,0
942,569,0,6,0
943,1357,3,4,0
944,1264,1,2,0
945,33,15,3,0
946,534,2,4,0
947,1808,4,4,0
948,758,2,6,0
949,48,5,9,0
950,168,5,2,0
951,1408,7,14,0
952,778,4,8,0
953,330,1,4,0
954,1682,5,8,0
955,450,6,4,0
956,1268,2,2,0
957,810,7,11,0
958,687,1,3,0
959,674,2,10,0
960,1478,2,12,0
961,1064,39,5,1
962,1986,8,9,0
963,1715,5,6,0
964,443,4,4,0
965,1477,1,2,0
966,1683,4,9,0
967,963,1,3,0
968,1554,35,5,1
969,971,3,1,0
970,1335,0,7,0
971,1795,5,5,0
972,974,3,5,0
973,315,2,8,0
974,1325,5,13,0
975,43,25,5,1
976,75,3,5,0
977,982,5,4,0
978,1060,3,3,0
979,1361,6,7,0
980,683,4,4,0
981,1982,2,6,0
982,1281,4,10,0
983,996,7,8,0
984,1981,11,4,0
985,953,3,10,0
986,265,14,11,0
987,822,9,2,0
988,484,9,12,0
989,1246,7,7,0
990,1242,4,6,0
991,1830,26,3,1
992,112,10,3,0
993,710,2,3,0
994,941,3,4,0
995,418,12,7,0
996,1015,21,6,1
997,1088,3,2,0
998,498,26,2,1
999,776,4,12,0
1000,1222,11,11,0
1001,746,4,4,0
1002,838,2,5,0
1003,75,7,8,0
1004,1616,3,5,0
1005,1957,3,0,0
1006,121,2,4,0
1007,289,4,1,0
1008,992,3,7,0
1009,608,4,4,0
1010,1642,9,5,0
1011,1907,4,4,0
1012,720,4,4,0
1013,1665,4,7,0
1014,793,1,3,0
1015,1619,4,4,0
1016,792,4,4,0
1017,79,3,3,0
1018,1198,3,2,0
1019,1773,7,5,0
1020,1983,4,6,0
1021,977,7,9,0
1022,1082,2,9,0
1023,506,39,5,1
1024,59,8,4,0
1025,46,2,3,0
1026,679,6,4,0
1027,211,4,8,0
1028,1437,6,5,0
1029,1963,3,3,0
1030,1746,5,9,0
1031,1644,6,5,0
1032,1897,3,3,0
1033,1381,1,6,0
1034,1341,7,8,0
1035,826,5,3,0
1036,407,1,5,0
1037,424,3,6,0
1038,1398,3,7,0
1039,1030,8,0,0
1040,1753,2,7,0
1041,1094,4,6,0
1042,600,3,5,0
1043,1904,4,9,0
1044,1027,5,7,0
1045,686,2,3,0
1046,69,5,4,0
1047,1660,5,3,0
1048,824,5,5,0
1049,1841,5,7,0
1050,1783,4,2,0
1051,892,2,3,0
1052,862,8,4,0
1053,1806,5,7,0
1054,366,6,8,0
1055,650,6,10,0
1056,262,7,8,0
1057,161,16,13,0
1058,1476,4,6,0
1059,513,2,5,0
1060,1820,3,10,0
1061,257,8,6,0
1062,1751,6,10,0
1063,425,9,7,0
1064,972,5,4,0
1065,757,7,2,0
1066,1920,5,10,0
1067,849,3,8,0
1068,405,4,5,0
1069,1746,1,4,0
1070,634,2,5,0
1071,976,45,4,1
1072,1483,1,4,0
1073,1613,2,6,0
1074,944,5,7,0
1075,1194,9,5,0
1076,1643,3,1,0
1077,1372,2,1,0
1078,455,2,3,0
1079,1747,3,8,0
1080,611,5,6,0
1081,1577,4,3,0
1082,145,2,5,0
1083,995,4,4,0
1084,880,3,6,0
1085,1050,4,5,0
1086,1884,8,9,0
1087,1774,3,4,0
1088,1968,2,1,0
1089,595,6,2,0
1090,991,6,2,0
1091,646,2,5,0
1092,374,2,6,0
1093,327,9,4,0
1094,849,4,4,0
1095,1037,5,10,0
1096,569,7,12,0
1097,1666,1,4,0
1098,316,3,1,0
1099,1829,3,4,0
1100,1172,8,6,0
1101,468,4,5,0
1102,368,3,6,0
1103,784,3,3,0
1104,1834,11,10,0
1105,50,6,6,0
1106,1155,32,2,1
1107,1545,5,6,0
1108,1804,30,3,1
1109,1043,3,4,0
1110,1776,3,4,0
1111,1654,9,10,0
1112,657,3,5,0
1113,42,1,6,0
1114,838,10,8,0
1115,1984,7,5,0
1116,707,4,2,0
1117,962,3,1,0
1118,1922,5,7,0
1119,37,2,5,0
1120,1496,2,3,0
1121,1621,3,3,0
1122,1987,2,8,0
1123,363,1,5,0
1124,78,4,13,0
1125,1600,2,5,0
1126,1617,3,3,0
1127,762,2,4,0
1128,1096,4,6,0
1129,623,6,2,0
1130,473,10,9,0
1131,1299,20,3,1
1132,242,2,3,0
1133,935,6,6,0
1134,556,5,10,0
1135,882,4,1,0
1136,1870,6,8,0
1137,663,4,1,0
1138,973,7,13,0
1139,1976,2,3,0
1140,408,1,3,0
1141,1390,4,3,0
1142,928,4,7,0
1143,390,1,3,0
1144,111,5,4,0
1145,304,1,13,0
1146,1157,2,4,0
1147,1323,5,5,0
1148,1788,17,9,0
1149,893,1,3,0
1150,770,2,4,0
1151,1282,6,7,0
1152,778,4,2,0
1153,1634,4,4,0
1154,868,8,5,0
1155,705,3,3,0
1156,1407,5,3,0
1157,1935,4,0,0
1158,576,3,8,0
1159,671,9,8,0
1160,1648,2,7,0
1161,1846,4,2,0
1162,99,4,3,0
1163,1484,3,2,0
1164,1554,12,6,0
1165,1595,2,2,0
1166,322,8,8,0
1167,1390,5,6,0
1168,1218,6,5,0
1169,156,6,4,0
1170,1892,7,7,0
1171,1217,3,3,0
1172,1491,9,12,0
1173,940,5,5,0
1174,1329,6,5,0
1175,54,7,6,0
1176,914,3,2,0
1177,997,4,4,0
1178,1389,1,3,0
1179,1578,3,1,0
1180,925,4,6,0
1181,1509,3,2,0
1182,1456,2,3,0
1183,207,5,5,0
1184,1018,4,5,0
1185,208,2,6,0
1186,1650,3,3,0
1187,1552,3,3,0
1188,779,6,8,0
1189,1799,4,8,0
1190,1224,5,3,0
1191,538,6,5,0
1192,1747,3,4,0
1193,1135,23,4,1
1194,1182,1,4,0
1195,250,7,4,0
1196,1953,8,10,0
1197,1853,4,6,0
1198,1740,11,11,0
1199,54,1,5,0
1200,686,4,13,0
1201,81,1,5,0
1202,1297,4,4,0
1203,674,6,3,0
1204,1749,3,3,0
1205,1549,6,3,0
1206,1086,3,1,0
1207,1913,6,9,0
1208,1298,1,4,0
1209,1504,2,4,0
1210,1580,9,7,0
1211,1798,5,5,0
1212,667,10,13,0
1213,1287,0,5,0
1214,402,4,3,0
1215,571,6,3,0
1216,1209,1,8,0
1217,799,6,12,0
1218,866,3,3,0
1219,1748,6,6,0
1220,817,9,11,0
1221,592,1,3,0
1222,839,2,9,0
1223,781,5,2,0
1224,1953,3,2,0
1225,1236,5,5,0
1226,1114,3,3,0
1227,563,3,4,0
1228,694,9,4,0
1229,426,4,10,0
1230,1211,4,5,0
1231,932,1,9,0
1232,792,5,4,0
1233,1123,4,4,0
1234,528,6,4,0
1235,1825,4,1,0
1236,1443,4,5,0
1237,1956,5,1,0
1238,608,6,5,0
1239,1985,4,7,0
1240,1050,1,6,0
1241,923,4,2,0
1242,1421,8,4,0
1243,1373,4,4,0
1244,334,1,4,0
1245,1356,1,6,0
1246,872,4,2,0
1247,1753,13,8,0
1248,1942,4,3,0
1249,232,4,5,0
1250,206,9,7,0
1251,1422,3,1,0
1252,292,3,4,0
1253,1827,6,4,0
1254,843,7,5,0
1255,1349,5,6,0
1256,857,36,5,1
1257,508,2,4,0
1258,801,2,3,0
1259,892,7,1,0
1260,1312,14,3,0
1261,1172,19,2,1
1262,1416,9,4,0
1263,1083,3,5,0
1264,876,4,1,0
1265,505,3,3,0
1266,676,10,3,0
1267,1099,3,4,0
1268,1130,7,5,0
1269,1373,3,1,0
1270,1630,4,9,0
1271,768,5,5,0
1272,1750,2,6,0
1273,424,4,5,0
1274,156,5,5,0
1275,895,4,5,0
1276,1064,1,5,0
1277,914,0,4,0
1278,1937,4,4,0
1279,1264,17,4,1
1280,1873,2,3,0
1281,1568,2,3,0
1282,1040,1,5,0
1283,1614,2,2,0
1284,178,4,4,0
1285,1554,3,8,0
1286,641,2,5,0
1287,1742,2,5,0
1288,973,14,9,0
1289,619,6,10,0
1290,585,5,5,0
1291,312,2,2,0
1292,1195,3,3,0
1293,313,3,3,0
1294,1828,5,7,0
1295,1813,4,1,0
1296,1674,44,3,1
1297,1216,6,4,0
